isolabel_ext,status,cover,overlay
CO-BOY-Topaga,0,c626p c626z c627j c627k c627n c627p c627s c627t c627y c627z c632s c632t,
CO-BOY-Tota,0,c60h c60r c60v,
CO-BOY-Tunja,2,c347k c347n c347p c347s c347t c347y c347z c34dn c34dp c34dy c34dz c352k c352s c352t c352y c352z c358j c358k c358n c358p c358s c358t c358y c358z c359k c359s c359t c35an c35bj,
CO-BOY-Tunungua,0,c330s c330t c330y c330z c331s c331t c332j c332n c333j,
CO-BOY-Turmeque,0,c1ebn c1ebp c1eby c1ebz c1eck c1ecs c1ect c1ecy c1ecz c1eej c1eek c1een c1eep c1ees c1eet c1eey c1eez c344n,
CO-BOY-Tuta,0,c35r c35v c37h c37m c60r,
CO-BOY-Tutaza,0,c68m c68v,
CO-BOY-Ventaquemada,0,c1er c1ev c34h c34m,
CO-BOY-VillaLeyva,0,c34r c34v c36h c36m,
CO-BOY-Viracacha,0,c351t c351y c351z c353j c353k c353n c353p c353s c353t c353y c353z c354s c354t c356j c356k,
CO-BOY-Zetaquira,0,c1fh c1fm c1fr c1fv c35m c4ar c60h,
CO-CAL-Aguadas,0,675v 677m c20h c20m c20r c20v c22h,
CO-CAL-Anserma,0,65em 65ev 65fh 65fr,
CO-CAL-Aranzazu,0,65fv c0ar,
CO-CAL-Belalcazar,0,65cv 65dr 65em 65fh,
CO-CAL-Chinchina,0,65dr 65dv 65fh,
CO-CAL-Filadelfia,0,65fr 65fv 675h 675m,
CO-CAL-LaDorada,0,c0er c0ev c24h c24m c24r c24v c26h c26m,
CO-CAL-LaMerced,0,65fey 65fez 65ffs 65fft 6754j 6754k 6754n 6754p 6754s 6754t 6754y 6754z 6755j 6755k 6755s 6755t 6756j 6756k 6756n 6756p 6757j 6757k,
CO-CAL-Manizales,0,65dv 65fh 65fm c08r c0ah,
CO-CAL-Manzanares,0,c0am c0av c0bh c0br,
CO-CAL-Marmato,0,6753p 6753y 6753z 6756k 6756s 6756t 6759n 6759p 675cj 675ck,
CO-CAL-Marquetalia,0,c0br c0bv,
CO-CAL-Marulanda,0,c08r c0ah c0am c0ar c0av c0bh c20m,
CO-CAL-Neira,0,65fh 65fm 65fr 65fv c0ah c0ar,
CO-CAL-Norcasia,0,c21v c23m c24r c26h,
CO-CAL-Pacora,0,675m 675v c20h c20r,
CO-CAL-Palestina,0,65dr 65dv 65fh 65fm,
CO-CAL-Pensilvania,0,c0av c0br c20h c20m c20v c21h c21r,
CO-CAL-Riosucio,0,65fr 674m 674v 675h 675m 675r,
CO-CAL-Risaralda,0,65dr 65em 65fh,
CO-CAL-Salamina,0,65fv 675m c0ar c0av c20h c20m,
CO-CAL-Samana,0,c0br c0bv c21h c21m c21r c21v c23h c23m c26h,
CO-CAL-SanJose,0,65cv 65em 65fh,
CO-CAL-Supia,0,675h 675m 675r,
CO-CAL-Victoria,0,c0bv c0er c21m c21v c24h c24r c24v,
CO-CAL-Villamaria,0,65dm 65dv c08h c08r,
CO-CAL-Viterbo,0,65cr 65cv 65eh 65em,
CO-CAQ-Albania,0,376r 376v 37ch 37cm 37cr 37cv,
CO-CAQ-BelenAndaquies,0,376v 377r 37bm 37cm 37cr 37cv 37dh 37dr 37eh 37em 37er 37ev,
CO-CAQ-CartagenaChaira,0,90q 91q 92g 92q 93g,
CO-CAQ-Curillo,0,373m 373v 374v 376h 376m 376r 376v 379m 37ch,
CO-CAQ-ElDoncello,0,92q 98g,
CO-CAQ-ElPaujil,0,92q 98g,
CO-CAQ-Florencia,0,37q 3dg 92q 98g,
CO-CAQ-LaMontanita,0,37q 92g 92q,
CO-CAQ-Milan,0,377v 37dm 37dv 920v 922h 922m 922r 922v 928h 928r,
CO-CAQ-Morelia,0,37cm 37cv 37dh 37dm 37dr 37dv 37em 37fh,
CO-CAQ-PuertoRico,0,92q 98g 98q,
CO-CAQ-SanJoseFragua,0,373r 373v 376r 379h 379m 379r 379v 37bm 37ch 37cr 37cv 37eh,
CO-CAQ-SanVicenteCaguan,0,91q 92g 92q 93g 93q 98g 98q,
CO-CAQ-Solano,0,37g 8bq 8eq 90g 90q 91g 91q 92g 93g 94g 94q 95g 95q 96g,
CO-CAQ-Solita,0,374v 375r 375v 376m 376v 377h 377m,
CO-CAQ-Valparaiso,0,375v 376m 376v 377h 377m 377r 377v 37cm 37dh 37dm 920r 922h 922r,
CO-CAS-Aguazul,0,c49m c49r c49v c4bh c4bm c4br c4bv c4ch c4cr c4cv c4eh c4em c4er c61m,
CO-CAS-Chameza,0,c4ah c4am c4av c4bh c4br c60m c61h,
CO-CAS-HatoCorozal,0,c6g c6q c7g c7q e2q,
CO-CAS-LaSalina,0,c6ch c6cm c6cr c6cv c6eh c6em,
CO-CAS-Mani,0,c4g c4q c5g,
CO-CAS-Monterrey,0,c42v c43r c48h c48m c48r c48v c49h c49r c4am,
CO-CAS-Nunchia,0,c4fr c64m c64v c65h c65m c65r c65v c66m c67h c67m c70h,
CO-CAS-Orocue,0,c4g c4q c5g c5q,
CO-CAS-PazAriporo,0,c6g c6q c7g c7q e2g e2q,
CO-CAS-Pore,0,c65v c67h c67m c67r c67v c70r c70v c72h,
CO-CAS-Recetor,0,c4am c4av c4bh c4br c60m c61h,
CO-CAS-Sabanalarga,0,c42r c42v c48h c48m c48r c48v,
CO-CAS-Sacama,0,c6ch c6cm c6cv c6dh c6dm c6dr c6dv,
CO-CAS-SanLuisPalenque,0,c4q c5q c6g c7g,
CO-CAS-Tamara,0,c66m c66r c66v c67h c67r c67v c6cm c6dh c6dm,
CO-CAS-Tauramena,0,c4g c4q,
CO-CAS-Trinidad,0,c5q c7g e0q e2g,
CO-CAS-Villanueva,0,c40v c41h c41m c41r c41v c42h c42m c42r c42v c43h c43r,
CO-CAS-Yopal,0,c4q c6g,
CO-CAU-Almaguer,0,3c4m 3c5h 3c5m 3c5r 3c5v,
CO-CAU-Argelia,0,3c3m 3c3r 3c3v 3c6h 3c6r 3c9h 3c9m 3cch,
CO-CAU-Balboa,0,3c1v 3c3m 3c4r 3c6h,
CO-CAU-Bolivar,0,36ev 36fh 36fr 3c4h 3c4m 3c4r 3c4v 3c5h 3c5r 3c6m 3c7h,
CO-CAU-BuenosAires,0,3cfv 3dar 3e5m 3f0h 3f0r,
CO-CAU-Cajibio,0,3cdr 3cdv 3cfh 3cfm 3d8r 3dah,
CO-CAU-Caldono,0,3dah 3dam 3dar 3dav,
CO-CAU-Caloto,0,3dav 3f0m 3f0v 3f1h 3f1r,
CO-CAU-Corinto,0,3f1h 3f1m 3f1r 3f1v,
CO-CAU-ElTambo,0,3c6m 3c6r 3c6v 3c7h 3c7r 3c7v 3c9m 3c9v 3cbm 3cch 3ccm 3ccr 3ccv 3cdh 3cdm 3cdr 3cdv 3ceh 3cem 3cfh,
CO-CAU-Florencia,0,36e9j 36e9k 36e9n 36e9p 36e9s 36e9t 36e9y 36e9z 36ebn 36eck 36ecs 36ect 36ecy 36eej 36eek 36een,
CO-CAU-Guachene,0,3f0m 3f0v,
CO-CAU-Guapi,0,397m 397v 39dm 39dv 39fm 3c2h 3c2m 3c2r 3c2v 3c3h 3c3r 3c8h 3c8m 3c8r 3c8v 3c9h 3cah,
CO-CAU-Inza,0,3d3r 3d3v 3d9h 3d9m 3d9r 3d9v 3dch 3dcr,
CO-CAU-Jambalo,0,3dam 3dav 3dbh 3dbr 3f0m 3f1h,
CO-CAU-LaSierra,0,3c6v 3c7h 3c7m 3c7r,
CO-CAU-LaVega,0,3c5m 3c5r 3c5v 3c7h 3c7m 3d0r,
CO-CAU-Lopez,0,3cq 3eg,
CO-CAU-Mercaderes,0,36bv 36er 36ev 3c1m 3c4h 3c4m 3c4r,
CO-CAU-Miranda,0,3f0v 3f1r 3f1v 3f2m 3f3h,
CO-CAU-Morales,0,3cfh 3cfm 3cfr 3cfv 3dah 3dar 3e5h,
CO-CAU-Padilla,0,3f0dn 3f0dp 3f0dy 3f0dz 3f0fn 3f0fp 3f0fz 3f18j 3f18k 3f18s 3f18t 3f18y 3f1aj 3f1ak 3f1an 3f1ap 3f1as,
CO-CAU-Paez,0,3d9r 3d9v 3dbh 3dbm 3dbr 3dbv 3dch 3dcm 3dcr 3dcv 3deh 3dem 3der 3dfh 3f1m 3f4h,
CO-CAU-Patia,0,3c4h 3c4r 3c4v 3c6h 3c6m 3c6r 3c6v 3c7h 3c7r,
CO-CAU-Piamonte,0,372h 372m 372r 372v 373h 373m 373r 373v 378m 379h 379r 379v 37bh 37bm,
CO-CAU-Piendamo,0,3cfm 3d8r 3dah 3dar,
CO-CAU-Popayan,0,3cdm 3cdv 3d2r 3d8h 3d8m 3d8r,
CO-CAU-PuertoTejada,0,3f0v 3f2h 3f2m,
CO-CAU-Purace,0,3d2h 3d2m 3d2r 3d2v 3d8h 3d8m,
CO-CAU-Rosas,0,3c7h 3c7m 3c7r 3c7v,
CO-CAU-SanSebastian,0,36fr 36fv 3c5h 3c5m 3c5v 3d0h 3d0r,
CO-CAU-SantaRosa,0,36q 37g 37q 3cg 3dg,
CO-CAU-SantanderQuilichao,0,3dar 3dav 3f0h 3f0m 3f0r 3f0v,
CO-CAU-Silvia,0,3d8r 3d8v 3d9r 3dah 3dam 3dbh 3dbm,
CO-CAU-Sotara,0,3c5v 3c7m 3c7v 3cdm 3d0r 3d2h 3d2r 3d8h,
CO-CAU-Suarez,0,3cfh 3cfm 3cfr 3cfv 3e5h 3e5m 3e5r 3e5v 3f0h 3f0r,
CO-CAU-Sucre,0,3c4v 3c5r 3c6m 3c7h,
CO-CAU-Timbio,0,3c7r 3c7v 3cdh 3cdm 3d8h,
CO-CAU-Timbiqui,0,3c3r 3c8m 3c8r 3c8v 3c9h 3c9m 3c9r 3c9v 3cah 3cam 3car 3cav 3cbh 3cbm 3cbr 3cbv 3ccr 3ceh,
CO-CAU-Toribio,0,3dbr 3dbv 3f1h 3f1m,
CO-CAU-Totoro,0,3d8h 3d8m 3d8r 3d8v 3d9h 3d9r,
CO-CAU-VillaRica,0,3f0m 3f0r 3f0v,
CO-CES-Aguachica,0,cb1v cb3m cb3v cb4r cb6h cb6r cb6v cbch cbcm cbcr cbcv,
CO-CES-AgustinCodazzi,0,d1q d3g d4q d6g,
CO-CES-Astrea,0,d12v d13r d13v d18m d19h d19m,
CO-CES-Becerril,0,d1ch d1cr d1cv d1dh d1dm d1dr d1dv d1fh d1fm d48h d48r d4ah d4am,
CO-CES-Bosconia,0,d19r d19v d1am d1av d1bh d1bm d1br d1bv,
CO-CES-Chimichagua,0,d11m d11r d11v d13h d13m d13r d13v d14h d14m d14r d14v d16h,
CO-CES-Chiriguana,0,d13m d13v d16h d16m d16r d16v d17h d17r d17v d19m d1ch d1cm,
CO-CES-Curumani,0,d11v d13m d14r d14v d15r d16h d16m d16v d17h d17r,
CO-CES-ElCopey,0,d1av d1br d1bv d30m d30v d31h d31m d31r d31v d33h d33m,
CO-CES-ElPaso,0,d19m d19v d1bm d1ch d1cm d1cr d1cv d1eh,
CO-CES-Gamarra,0,cb3m cb3v cb6r cb9m cbch cbcr,
CO-CES-Gonzalez,0,cbc5y cbc5z cbc7n cbc7p cbc7y cbc7z cbd0j cbd0k cbd0n cbd0p cbd0s cbd0t cbd0y cbd0z cbd2j cbd2k cbd2n cbd2p cbd2s cbd2t cbd2z,
CO-CES-LaGloria,0,cb9m cb9v cbbm cbch cbcr cbcv cbeh cbem cber cbev,
CO-CES-LaJaguaIbirico,0,d16v d17r d17v d1ch d1cm d1cv d1dh d1dm d1dr d48h,
CO-CES-LaPaz,0,d1q d3g d6g,
CO-CES-ManaureBalconCesar,0,d35v d37m d60r d60v d62h d62m,
CO-CES-Pailitas,0,cbbv cber cbev d11m d14h d14m d14r,
CO-CES-Pelaya,0,cbbm cbbv cbeh cber cbev,
CO-CES-PuebloBello,0,d31v d33m d34r d34v d36h d36m d36r d36v d3ch d3cm,
CO-CES-RioOro,0,cb6h cb6m cb6r cb6v cb7h cb7r cbcm cbdh,
CO-CES-SanAlberto,0,c9er c9ev cb4h cb4m cb4v cb5h cb5r,
CO-CES-SanDiego,0,d1eh d1em d1er d1ev d1fr d34m d35h d35m d35r d35v,
CO-CES-SanMartin,0,cb1m cb1v cb4h cb4m cb4r cb4v cb5r cb6h cb6m cb7h,
CO-CES-Tamalameque,0,cbbm cbbr cbbv cbeh cber d11h d11m,
CO-CES-Valledupar,0,d1q d3g d3q d6g,
CO-CHO-Acandi,0,6e3v 6e6r 6e9m 6e9r 6e9v 6ebm 6ech 6ecm 6ecr,
CO-CHO-AltoBaudo,0,64ev 64fr 661m 661v 663v 664h 664m 664r 664v 665h 665r 666h 666m 666r 666v 669m 66ch 66cm,
CO-CHO-Bagado,0,65br 670m 671h 671m 671r 671v 673m 674r 676h,
CO-CHO-BahiaSolano,0,669h 669m 669r 669v 66bh 66bm 66br 66bv 66cr 66eh 6c1h 6c1m 6c1r 6c1v,
CO-CHO-BajoBaudo,0,64g 64q 66g,
CO-CHO-Bojaya,0,66q 6cg,
CO-CHO-CarmenDarien,0,6cg 6cq 6dg 6dq,
CO-CHO-Certegui,0,65ar 65av 665m 670h 670m 670v 671h,
CO-CHO-Condoto,0,64dv 64fm 658r 658v 65ah 65am 65av 65bh 65br,
CO-CHO-ElAtrato,0,665m 665v 667m 670h 670r 670v 672h 672m,
CO-CHO-ElCantonSanPablo,0,64fr 64fv 665h 665m 665r,
CO-CHO-ElCarmenAtrato,0,672m 672v 673h 673m 673r 673v 679m,
CO-CHO-ElLitoralSanJuan,0,3eq 3fq 64g 65g,
CO-CHO-Istmina,0,64g 64q 65g 65q,
CO-CHO-Jurado,0,69q 6cg 6cq,
CO-CHO-LasAnimas,0,64fm 64fv 65ar 665m 670h,
CO-CHO-Lloro,0,670h 670m 670r 670v 671h 671r 671v 672m 673h 673m,
CO-CHO-MedioAtrato,0,667r 667v 66cm 66cv 66dh 66dm 66dr 66dv 672r 678h 678m 678r 678v 679r,
CO-CHO-MedioBaudo,0,649v 64bm 64cr 64cv 64dr 64eh 64em 64er 64ev 64fh 64fm 64fr 665h,
CO-CHO-MedioSanJuan,0,646v 647h 647m 647r 647v 64dh 64dm 64dr 64dv 64fm,
CO-CHO-Novita,0,647v 64dh 64dm 64dv 652r 658h 658m 658r 658v,
CO-CHO-Nuqui,0,661m 661r 661v 663m 663v 664r 666h 666r 669m,
CO-CHO-Paimado,0,664m 664v 665h 665m 665r 665v 666m 667h 667m,
CO-CHO-Quibdo,0,66g 66q 67g 67q,
CO-CHO-RioIro,0,64fm 65ah 65am 65ar 65av 65bh,
CO-CHO-Riosucio,0,6cg 6cq 6dg 6dq 6eg,
CO-CHO-SanJosePalmar,0,652v 653r 658h 658m 658v 659h 659m 659r 659v 65am 65bh 65bm,
CO-CHO-Sipi,0,645v 647m 647r 647v 64dh 64dm 650r 650v 652h 652m 652r 652v 653h 653r 658h 658m 659h,
CO-CHO-Tado,0,65ah 65ar 65av 65bh 65bm 65br 65bv 670m 671h 671m,
CO-CHO-Unguia,0,6e3v 6e4m 6e4r 6e4v 6e6h 6e6m 6e6r 6e6v 6e7h 6e7r 6ech 6ecm,
CO-COR-Ayapel,0,ca2h ca2m ca2r ca2v ca3h ca3m ca3r ca3v ca6h ca6r ca8m ca9h ca9m ca9r ca9v cach,
CO-COR-Buenavista,0,6f7m 6f7v 6fdm ca0r ca2h ca2m ca2r ca2v ca8h ca8m,
CO-COR-Canalete,0,6fbh 6fbm 6fbr 6fbv,
CO-COR-Cerete,0,6fer 6fev 6ffr 754h 754m 755h,
CO-COR-Chima,0,755h 755m 755r 755v 757h 757m,
CO-COR-Chinu,0,755m 755v caav d00h d00m d00r d00v d01h,
CO-COR-CienagaOro,0,6fdv 6ffm 6ffr 6ffv 755h 755m,
CO-COR-Cotorra,0,754m 754v 755h 755r,
CO-COR-LaApartada,0,ca0r ca0v ca2h ca2m ca3h,
CO-COR-Lorica,0,751v 754h 754m 754r 754v 755r 756h 756m 757h,
CO-COR-LosCordobas,0,6fam 6fav 6fbh 6fbr 6fbv 750m 751h,
CO-COR-Momil,0,755r 757h 757m 757v,
CO-COR-Monitos,0,751v 753m 754r 756h,
CO-COR-Montelibano,0,6dq 6fg cag,
CO-COR-Monteria,0,6fg 6fq 75g,
CO-COR-PlanetaRica,0,6f6m 6f6v 6f7h 6f7m 6f7r 6f7v 6fdh 6fdm 6fdr 6fdv ca2r ca8h,
CO-COR-PuebloNuevo,0,6fdm 6fdr 6fdv 6ffm ca2v ca8h ca8m ca8r ca8v,
CO-COR-PuertoEscondido,0,6fbr 6fbv 751h 751m 751r 751v 754h,
CO-COR-PuertoLibertador,0,6dcr 6dcv 6deh 6dem 6der 6dev 6dfh 6dfr 6f4m 6f4v 6f5h 6f5m 6f5r 6f5v 6f7h 6f7m,
CO-COR-Purisima,0,755r 756m 757h 757r,
CO-COR-Sahagun,0,6fdv 6ffm 6ffv 755m ca8r ca8v caah caam caar caav d00h d00m,
CO-COR-SanAndresSotavento,0,755m 755v 757m d00r d02h,
CO-COR-SanAntero,0,756m 756v 757h 757r,
CO-COR-SanBernardoViento,0,753m 756h 756m 756r 756v,
CO-COR-SanCarlos,0,6fdr 6fdv 6fem 6fev 6ffh 6ffm 6ffr 6ffv,
CO-COR-SanJoseUre,0,6dfr 6dfv 6f5h 6f5m 6f5v ca0h ca0r,
CO-COR-SanPelayo,0,6fev 751m 751v 754h 754m 754r 754v 755h 755r,
CO-COR-Tierralta,0,6dq 6fg 6fq,
CO-COR-Tuchin,0,755v 757m d02h,
CO-COR-Valencia,0,6f0v 6f2m 6f3h 6f3m 6f3r 6f3v 6f6r 6f9h 6f9m 6fch,
CO-CUN-AguaDios,0,c04r c04v,
CO-CUN-Alban,0,c0d1y c0d3n c0d3p c0d3t c0d3y c0d3z c0d6j c0d6k c0d6s c0d6t c0d9j c0d9k c0d9n c0d9p c0d9s c0dcj,
CO-CUN-Anapoima,0,c06m c06v c07h c07r,
CO-CUN-Anolaima,0,c07r c07v c0dh c0dm,
CO-CUN-Apulo,0,c04v c05r c06m c06v c07h,
CO-CUN-Arbelaez,0,c05h c05m c10h,
CO-CUN-Beltran,0,c06h c06r c06v c0ch c0cm,
CO-CUN-Bituima,0,c0dh c0dr,
CO-CUN-Bojaca,0,c07m c07v c0dm c12h c12r,
CO-CUN-Cabrera,0,9adr 9adv 9afh 9afm 9afr 9afv,
CO-CUN-Cachipay,0,c07r c07v c0dm,
CO-CUN-Cajica,0,c186y c187s c187t c187y c187z c18cn c18cp c18dj c18dk c18dn c18dp c18ds c18dt c18dy c18dz c18fn,
CO-CUN-Caparrapi,0,c0em c0ev c0fh c0fr c24m c25h c25m c25r c25v,
CO-CUN-Caqueza,0,c10v c11r,
CO-CUN-CarmenCarupa,0,c1av c1bh c1br c30m c31h,
CO-CUN-Chaguani,0,c0cm c0cr c0cv c0dh c0dr,
CO-CUN-Chia,0,c184y c185t c185y c186n c186p c186y c186z c187j c187k c187n c187p c187s c187t c187y c187z c18cn c18dn c192t,
CO-CUN-Chipaque,0,c10m c10v c11r c12m c13h,
CO-CUN-Choachi,0,c12m c12v c13h c13m c13r c13v,
CO-CUN-Choconta,0,c19v c1bm c1bv c1cr c1eh c1em c1er,
CO-CUN-Cogua,0,c18v c19r c1am c1bh,
CO-CUN-Cota,0,c12bp c12by c12bz c12es c12et c181n c181p c181y c181z c184j c184k c184p c184s c184t c184y c184z c186j c186n,
CO-CUN-Cucunuba,0,c1bh c1bm c1br c1bv c1er,
CO-CUN-ElColegio,0,c07h c07m c07v,
CO-CUN-ElPenon,0,c0fm c0fv c1ar,
CO-CUN-ElRosal,0,c0dm c18h c18r,
CO-CUN-Facatativa,0,c0q c1q,
CO-CUN-Fomeque,0,c11r c11v c13h c13m c13v c16h,
CO-CUN-Fosca,0,c10m c10v c11h c11r,
CO-CUN-Funza,0,c12r c18h,
CO-CUN-Fuquene,0,c1bv c31m,
CO-CUN-Fusagasuga,0,c05h c05m c05r c05v c10r,
CO-CUN-Gachala,0,c16h c16m c16r c16v c17r c1cm c1dh,
CO-CUN-Gachancipa,0,c199s c199t c199y c199z c19bj c19bk c19bn c19bp c19bs c19bt c19by c19bz,
CO-CUN-Gacheta,0,c19m c1ch c1cm c1cr,
CO-CUN-Gama,0,c16r c16v c1ch,
CO-CUN-Girardot,0,c01m c01v c04h c04r,
CO-CUN-Granada,0,c074k c074p c074s c074y c074z c075k c075p c075s c075t c075y c075z c076n c076p c077j c077n c077p,
CO-CUN-Guacheta,0,c1bv c1er c31m c34h,
CO-CUN-Guaduas,0,c0cr c0cv c0dr c0eh c0em c0er c0ev c0fh c24m,
CO-CUN-Guasca,0,c13r c13v c19h c19m c19r,
CO-CUN-Guataqui,0,c04r c06h,
CO-CUN-Guatavita,0,c19h c19m c19r c19v c1ch c1cr,
CO-CUN-GuayabalSiquima,0,c0d0y c0d1t c0d1y c0d2n c0d2p c0d2y c0d2z c0d3j c0d3k c0d3n c0d3p c0d3s c0d3t c0d3y c0d3z c0d8n c0d8p c0d8z c0d9j c0d9k c0d9s,
CO-CUN-Guayabetal,0,9bbr c11h c11m c11v,
CO-CUN-Gutierrez,0,9bah 9bam 9bar 9bav 9bbr c10m c11h,
CO-CUN-Jerusalen,0,c04r c04v c06h c06m c06r c06v,
CO-CUN-Junin,0,c13m c13v c16h c16r c19m c1ch,
CO-CUN-LaCalera,0,c12v c13h c13r c13v c18m c19h,
CO-CUN-LaMesa,0,c07h c07r c07v,
CO-CUN-LaPalma,0,c0fr c0fv c25h c25m,
CO-CUN-LaPena,0,c0fh c0fm c0fr c0fv,
CO-CUN-LaVega,0,c0dm c0dv c0fm c18r,
CO-CUN-Lenguazaque,0,c1bv c1er c34h,
CO-CUN-Macheta,0,c19v c1cr c1cv c1eh c1em,
CO-CUN-Madrid,0,c07v c0dm c12r c18h,
CO-CUN-Manta,0,c1cr c1cv c1eh c1em,
CO-CUN-Medina,0,c14h c14m c14r c14v c15r c15v c16h c16m c16v c17h c17m c17r,
CO-CUN-Mosquera,0,c0g c1g,
CO-CUN-Narino,0,c04r c06h,
CO-CUN-Nemocon,0,c19r c1bh c1bm,
CO-CUN-Nilo,0,c04h c04m c04v c05h c05r,
CO-CUN-Nimaima,0,c0fh c0fm,
CO-CUN-Nocaima,0,c0dr c0dv c0fh c0fm,
CO-CUN-Pacho,0,c0fm c0fv c18r c1ah c1am c1ar c1av,
CO-CUN-Paime,0,c1ar c1av c30h c30m,
CO-CUN-Pandi,0,9afr c05h,
CO-CUN-Paratebueno,0,c14m c14v c15h c15m c15r c15v c17h c17m c17r c17v c40r c42h c42r,
CO-CUN-Pasca,0,c05m c05v c10h c10r,
CO-CUN-PuertoSalgar,0,c24m c24v c25h c25r c26m c27h,
CO-CUN-Puli,0,c06r c06v,
CO-CUN-Quebradanegra,0,c0f0j c0f0k c0f0n c0f0p c0f0s c0f0t c0f0y c0f0z c0f1j c0f1k c0f1n c0f1p c0f1s c0f1t c0f1y c0f1z c0f2n c0f3j c0f3k c0f3n c0f3p,
CO-CUN-Quetame,0,c11h c11m c11r c11v,
CO-CUN-Quipile,0,c06v c07r c0cm c0dh,
CO-CUN-Ricaurte,0,c04h c04m c04r c04v,
CO-CUN-SanAntonioTequendama,0,c07m c07v,
CO-CUN-SanBernardo,0,9afr 9afv 9bar c05h c05m c10h,
CO-CUN-SanCayetano,0,c1ar c1av c1br c30m,
CO-CUN-SanFrancisco,0,c0dm c0dv c18h c18r,
CO-CUN-SanJuanRioseco,0,c06v c0ch c0cm c0cr c0cv c0dh,
CO-CUN-Sasaima,0,c0dm c0dr c0dv,
CO-CUN-Sesquile,0,c19r c19v c1bm c1cr,
CO-CUN-Sibate,0,c05v c07m c10r c12h,
CO-CUN-Silvania,0,c05r c05v c07m,
CO-CUN-Simijaca,0,c31h c31m c31r c31v,
CO-CUN-Soacha,0,c07m c07v c10r c12h c12r,
CO-CUN-Sopo,0,c18m c18v c19h c19r,
CO-CUN-Subachoque,0,c18h c18m c18r c18v c1ah c1am,
CO-CUN-Suesca,0,c19r c19v c1bh c1bm c1bv c1er,
CO-CUN-Supata,0,c0dv c0fm c18r c1ah,
CO-CUN-Susa,0,c31h c31m c31v,
CO-CUN-Sutatausa,0,c1b3y c1b3z c1b9j c1b9k c1b9n c1b9p c1b9s c1b9t c1b9y c1b9z c1bbn c1bcj c1bck c1bcs c1bct,
CO-CUN-Tabio,0,c186t c186y c18cj c18ck c18cn c18cp c18cs c18ct c18cy c18cz c18dk c18ds c18dt c18ej c18ek c18en c18ep c18fj,
CO-CUN-Tausa,0,c1am c1av c1bh c1br,
CO-CUN-Tena,0,c073y c076t c079n c079p c07cj c07ck c07cn c07cp c07cs c07ct c07cy c07cz c07dk c07ds c07dt c07en,
CO-CUN-Tenjo,0,c12r c18h c18m,
CO-CUN-Tibacuy,0,c05h c05r c05v,
CO-CUN-Tibirita,0,c1ces c1cet c1cey c1e1n c1e1p c1e1z c1e4j c1e4k c1e4n c1e4p c1e4s c1e4t c1e4y c1e4z c1e6j,
CO-CUN-Tocaima,0,c04r c04v c05r c06m c06v,
CO-CUN-Tocancipa,0,c18v c19r,
CO-CUN-Topaipi,0,c0q c1q c2g c3g,
CO-CUN-Ubala,0,c16r c16v c17r c17v c1ch c1cm c1dh,
CO-CUN-Ubaque,0,c11r c12m c13h,
CO-CUN-Ubate,0,c1br c1bv c31h c31m,
CO-CUN-Une,0,c10h c10m c10v,
CO-CUN-Utica,0,c0f0y c0f1t c0f1y c0f2n c0f2p c0f2y c0f2z c0f3j c0f3k c0f3n c0f3p c0f3s c0f3t c0f3y c0f3z c0f8n c0f8p c0f9j c0f9k c0f9n c0f9p c0f9s c0f9z,
CO-CUN-Venecia,0,9afh 9afr 9afv,
CO-CUN-Vergara,0,c0dv c0fm c1ah,
CO-CUN-Viani,0,c0cm c0dh c0dr,
CO-CUN-Villagomez,0,c1ah c1ar c1av,
CO-CUN-Villapinzon,0,c1eh c1em c1er c1ev c34h,
CO-CUN-Villeta,0,c0dr c0dv c0fh c0fm,
CO-CUN-Viota,0,c05r c05v c07h c07m,
CO-CUN-Yacopi,0,c25m c25r c25v c27h c27m c27v c30h c30r c32h,
CO-CUN-Zipacon,0,c07r c07v c0dm,
CO-CUN-Zipaquira,0,c18v c19r c1am,
CO-DC-Bogota,0,9aq 9bq c1g c1q,
CO-GUA-Barrancominas,0,9dq b8g b8q b9q bag baq bbg bbq,
CO-GUA-Cacahual,0,be1v be3m be3v be4h be4r be4v be5r be6h be6m be6r be6v be7h be7m be7r be7v becm becv bedh bedr,
CO-GUA-Inirida,0,b9g b9q bbg bbq beg beq,
CO-GUA-LaGuadalupe,0,b72r b72v b78h b78m b78r b78v b79h b79r b7ah b7am b7ar b7av b7bh,
CO-GUA-MorichalNuevo,0,b8g b8q b9g b9q,
CO-GUA-PanaPana,0,b2q b3q b6q b8g b9g b9q bcg,
CO-GUA-PuertoColombia,0,b9g b9q bbg bcg bcq beg,
CO-GUA-SanFelipe,0,b7ah b7ar b7av bc4r bc4v bc5m bc5v bc6h bc6m bc6r bc6v bc7h bc7m bc7r bc7v bcch bccm bcdh bcdm bd0h bd0m bd0r bd2h bd2r bd8h,
CO-GUV-Calamar,0,93g 93q 96g 96q 99g 9cg,
CO-GUV-ElRetorno,0,97q 9cg 9cq 9dg b8g,
CO-GUV-Miraflores,0,96g 96q 97g 97q 9cg 9dg,
CO-GUV-SanJoseGuaviare,0,99g 99q 9cg 9cq 9dg 9dq b8g b8q,
CO-HUI-Acevedo,0,37bm 37bv 37eh 37er 37ev 3d4h 3d4m,
CO-HUI-Agrado,0,3d6m 3d6v 3d7h 3d7r,
CO-HUI-Aipe,0,3f5v 3f7m 9a0h 9a0m 9a0r 9a0v 9a2h 9a2m,
